attempt,epoch,training_error,nonzero_params,delta_time
4,19,0.02229979680513408,7758,0.07496404647827148
4,20,0.021920105595414026,7753,0.0742802619934082
4,21,0.021567622322485387,7760,0.07555222511291504
4,22,0.021238838126332895,7758,0.07678914070129395
4,23,0.020929874817398494,7765,0.07775187492370605
4,24,0.02063675061001174,7762,0.0743861198425293
4,25,0.020356014943559503,7764,0.07518625259399414
4,26,0.020085488668099286,7765,0.07448291778564453
4,27,0.0198243507945748,7766,0.07673907279968262
4,28,0.01957206904650168,7762,0.07412981986999512
4,29,0.01932764977437613,7763,0.07629895210266113
4,30,0.019089728431293952,7757,0.07637405395507812
4,31,0.018856316537457625,7753,0.07505297660827637
4,32,0.018624059896807453,7754,0.07441091537475586
4,33,0.018386959488735432,7752,0.07575511932373047
4,34,0.018133591728097358,7754,0.07572722434997559
4,35,0.01784234415269975,7754,0.07790684700012207
4,36,0.01748227456538642,7754,0.07383084297180176
4,37,0.016854781870744018,7756,0.07652401924133301
4,38,0.01539386613573822,7755,0.0734870433807373
4,39,0.014347799006743173,7751,0.07732796669006348
4,40,0.01376500669485956,7751,0.07820487022399902
4,41,0.013353219710112774,7758,0.07952308654785156
4,42,0.013018649250647146,7764,0.07616901397705078
4,43,0.012730421870413506,7763,0.07379817962646484
4,44,0.012475521045231577,7760,0.07495617866516113
4,45,0.012245265472097824,7760,0.0772550106048584
4,46,0.012034201065780192,7760,0.07505416870117188
4,47,0.011839157496658015,7766,0.07505273818969727
4,48,0.011658285462501226,7770,0.07477116584777832
4,49,0.01149030317262228,7768,0.07579708099365234
5,0,0.10046120937441134,7751,0.0758218765258789
5,1,0.07496206155520978,7757,0.07628417015075684
5,2,0.06175549857387005,7746,0.07305717468261719
5,3,0.052160997051126194,7750,0.07201790809631348
5,4,0.04755762088261063,7756,0.07406377792358398
5,5,0.04464722390181001,7755,0.07260799407958984
5,6,0.042506791645992775,7759,0.06995606422424316
5,7,0.04050470642441956,7762,0.0719900131225586
5,8,0.03654894733860589,7756,0.07121586799621582
5,9,0.030742744901912696,7754,0.07641005516052246
5,10,0.028650010901887953,7753,0.07107782363891602
5,11,0.027467960504707442,7751,0.07170295715332031
5,12,0.026538791696896012,7760,0.07365894317626953
5,13,0.025758585830094428,7758,0.07381391525268555
5,14,0.0250811150601328,7748,0.07780313491821289
5,15,0.02448128385642993,7757,0.07141613960266113
5,16,0.023943902527663468,7758,0.0732579231262207
5,17,0.02345820685108503,7751,0.07121801376342773
5,18,0.023015343873657907,7759,0.07088899612426758
5,19,0.022607746360572677,7757,0.076873779296875
5,20,0.022229217182263443,7747,0.07072591781616211
5,21,0.021874934500819218,7748,0.07157206535339355
5,22,0.021541179673546566,7742,0.07170891761779785
5,23,0.02122500532987342,7743,0.07017111778259277
5,24,0.02092415031854582,7751,0.07616305351257324
5,25,0.020637194344716964,7753,0.07492899894714355
5,26,0.020363632432262416,7751,0.07052803039550781
5,27,0.020103492304170356,7754,0.07026314735412598
5,28,0.01985653177828163,7752,0.07561588287353516
5,29,0.01962191012169044,7754,0.07172203063964844
5,30,0.01939864062484502,7751,0.07085394859313965
5,31,0.01918598639922489,7749,0.07181596755981445
5,32,0.018983449911404406,7751,0.07150983810424805
5,33,0.01879061543945286,7754,0.07488632202148438
5,34,0.018607049195437143,7755,0.07113003730773926
5,35,0.01843226571660137,7761,0.07177019119262695
5,36,0.01826570748686363,7757,0.07778191566467285
5,37,0.018106730678625393,7751,0.07193303108215332
5,38,0.017954611789622835,7753,0.07811498641967773
5,39,0.01780856870210713,7748,0.07198905944824219
5,40,0.017667777061971403,7756,0.07108306884765625
5,41,0.017531368668037624,7755,0.07164335250854492
5,42,0.01739840561807918,7757,0.07180595397949219
5,43,0.017267825513463796,7758,0.08020687103271484
5,44,0.017138352917478054,7760,0.0715336799621582
5,45,0.01700837663973214,7759,0.07080602645874023
5,46,0.01687579631447149,7755,0.07237410545349121
5,47,0.016737749439895495,7752,0.07207703590393066
5,48,0.01658945112832309,7747,0.07500290870666504
5,49,0.016418269491481695,7749,0.07179403305053711
6,0,0.09970413386955228,7785,0.07764506340026855
6,1,0.06666095008488057,7766,0.07077693939208984
6,2,0.054312876457074076,7772,0.07390213012695312
6,3,0.045882732990836415,7768,0.07063603401184082
6,4,0.040679297536127576,7772,0.07132577896118164
6,5,0.03746587254641521,7765,0.0719289779663086
6,6,0.03522775363333901,7757,0.07095217704772949
6,7,0.03354024702180852,7763,0.07648801803588867
6,8,0.032195215070425824,7772,0.07320308685302734
6,9,0.03107167413981075,7758,0.07101607322692871
6,10,0.030090827211575744,7757,0.07113289833068848
6,11,0.02920200623289274,7752,0.07088780403137207
6,12,0.028361759055536125,7755,0.0765528678894043
6,13,0.027495173905313024,7764,0.07075619697570801
6,14,0.02648486671775198,7767,0.0708930492401123
6,15,0.02481384881672165,7761,0.07007813453674316
6,16,0.02262234723372013,7758,0.0708012580871582
6,17,0.021197136983122724,7764,0.07622694969177246
6,18,0.020093588039508937,7769,0.07065486907958984
6,19,0.019166271836298068,7772,0.0716550350189209
6,20,0.01839395055585301,7767,0.07153892517089844
6,21,0.01775090379413843,7770,0.07190704345703125
6,22,0.017203941521993147,7769,0.07634568214416504
6,23,0.01672958503604722,7774,0.07123875617980957
6,24,0.016309796160819942,7765,0.07057714462280273
6,25,0.015930226769475503,7767,0.07123374938964844
6,26,0.015580673844389293,7767,0.07060813903808594
6,27,0.015254276419261815,7759,0.07536005973815918
6,28,0.014946431647235664,7756,0.07124495506286621
6,29,0.014654045417028694,7761,0.07175111770629883
6,30,0.014375053665200746,7757,0.0696859359741211
6,31,0.014108100777597244,7765,0.07996296882629395
6,32,0.013852305934605071,7764,0.07381606101989746
6,33,0.01360707263348825,7758,0.0720820426940918
6,34,0.013371917243163958,7762,0.07080316543579102
6,35,0.013146324299013759,7759,0.07268905639648438
6,36,0.012929644259370624,7763,0.07617568969726562
6,37,0.012721024680015772,7764,0.0709238052368164
6,38,0.01251937320022208,7766,0.0714118480682373
6,39,0.012323417936802455,7767,0.07194805145263672
6,40,0.012132021427047949,7765,0.07061505317687988
6,41,0.011944908825223779,7759,0.07615470886230469
6,42,0.011763430879539396,7763,0.07074522972106934
6,43,0.011589901554230397,7761,0.07253813743591309
6,44,0.011425521335916695,7760,0.07456302642822266
6,45,0.011269843689496392,7754,0.07062602043151855
6,46,0.011121840133339774,7755,0.07698488235473633
6,47,0.010980563742060011,7761,0.07155299186706543
6,48,0.010845247114437006,7760,0.07046914100646973
6,49,0.010715258911357689,7763,0.07041096687316895
7,0,0.10141886109790095,7757,0.07085704803466797
7,1,0.06849360989108882,7760,0.11106991767883301
7,2,0.061602327209076164,7760,0.07037067413330078
7,3,0.05640948450811038,7770,0.07218599319458008
7,4,0.05179591857312832,7775,0.07040286064147949
7,5,0.04824380476061294,7766,0.07303595542907715
7,6,0.04554259227486237,7767,0.07158970832824707
7,7,0.04329782740161766,7761,0.07068324089050293
7,8,0.04034607662583803,7750,0.07091212272644043
7,9,0.035766919020153366,7750,0.07021188735961914
7,10,0.03339446589998868,7763,0.07622504234313965
7,11,0.0318105612492479,7760,0.07140707969665527
7,12,0.030569500272011024,7761,0.07142782211303711
7,13,0.029474174346240528,7762,0.07157397270202637
7,14,0.028435987605298203,7758,0.07189202308654785
7,15,0.025879683338832508,7764,0.07619214057922363
7,16,0.020693131655563878,7758,0.07186722755432129
7,17,0.019295694326816586,7766,0.07150506973266602
7,18,0.018452145851404173,7763,0.07677698135375977
7,19,0.01780124313422185,7763,0.07340526580810547
7,20,0.0172472371399311,7770,0.07302999496459961
7,21,0.01675391784522277,7771,0.07104301452636719
7,22,0.016303773417382796,7772,0.07199406623840332
7,23,0.015887022792519814,7759,0.07123708724975586
7,24,0.015497499878743002,7760,0.07537388801574707
7,25,0.015131574061059177,7755,0.07413482666015625
7,26,0.014787763704760036,7763,0.07246804237365723
7,27,0.014465218305481883,7766,0.07243800163269043
7,28,0.014162403471682178,7769,0.07121109962463379
7,29,0.013877309692447956,7765,0.07653403282165527
7,30,0.01360802874843483,7764,0.0709381103515625
7,31,0.013352995132275844,7758,0.07180595397949219
7,32,0.013110998687634112,7750,0.0697488784790039
7,33,0.012881086505011918,7742,0.09291696548461914
7,34,0.012662442772138157,7744,0.08934974670410156
7,35,0.012454314704097082,7748,0.09382390975952148
7,36,0.012255995562450309,7753,0.07986211776733398
7,37,0.01206683385407793,7762,0.07373404502868652
7,38,0.011886235962789017,7766,0.07616686820983887
7,39,0.011713652681521577,7773,0.07504987716674805
7,40,0.01154856164291981,7773,0.07460212707519531
7,41,0.01139045988208058,7765,0.07552790641784668
7,42,0.011238868672028432,7769,0.07560586929321289
7,43,0.011093343099809685,7764,0.07510709762573242
7,44,0.010953478665905524,7770,0.07456302642822266
7,45,0.010818911840881762,7775,0.07567811012268066
7,46,0.010689315438310153,7779,0.07584929466247559
7,47,0.010564391261437682,7774,0.07529234886169434
7,48,0.010443862434996721,7768,0.07994794845581055
7,49,0.010327467069211876,7765,0.08056116104125977
8,0,0.10113528622869071,7749,0.08058595657348633
8,1,0.06958859369072433,7746,0.08080506324768066
8,2,0.060628415648848126,7748,0.07764291763305664
8,3,0.05402995249722969,7741,0.07774209976196289
8,4,0.048979598990627995,7739,0.07508516311645508
8,5,0.04543669100819171,7742,0.07500815391540527
8,6,0.04215258024140166,7746,0.07361984252929688
8,7,0.03830884995515437,7756,0.0765841007232666
8,8,0.03543338830584422,7763,0.07441830635070801
8,9,0.03314911198069122,7758,0.07774209976196289
8,10,0.031038403316124976,7753,0.08296418190002441
8,11,0.028788366351558712,7748,0.075469970703125
8,12,0.02606255146128204,7749,0.07453536987304688
8,13,0.023585949320872577,7748,0.07502388954162598
8,14,0.0220625437914089,7753,0.07414031028747559
8,15,0.0209667481046415,7753,0.0771639347076416
8,16,0.020094541200165652,7757,0.07443904876708984
8,17,0.019349768364900623,7753,0.0759580135345459
8,18,0.01868880144247824,7748,0.07588481903076172
8,19,0.018096973344223076,7749,0.07566618919372559
8,20,0.017566882297813807,7751,0.07445406913757324
8,21,0.017089740044496173,7752,0.07405805587768555
8,22,0.01665595099670371,7755,0.0747978687286377
8,23,0.01625753213250104,7755,0.07714009284973145
8,24,0.015888517892331897,7753,0.07694315910339355
8,25,0.015544480525399753,7762,0.07431197166442871
8,26,0.015222021193566797,7757,0.0747518539428711
8,27,0.014918462380216827,7754,0.07728099822998047
8,28,0.014631697644882162,7752,0.07446026802062988
8,29,0.01436008640515975,7758,0.07480978965759277
8,30,0.014102328892722836,7760,0.07454109191894531
8,31,0.013857327547534281,7764,0.07453012466430664
8,32,0.013624076049310417,7762,0.0746920108795166
8,33,0.013401600799222535,7761,0.07442522048950195
8,34,0.013188946514972275,7760,0.07330989837646484
8,35,0.0129851862008962,7755,0.07469534873962402
8,36,0.01278944453527282,7750,0.07427787780761719
8,37,0.012600931309158446,7746,0.07355284690856934
8,38,0.012418980214810083,7752,0.0733637809753418
8,39,0.012243083353260676,7752,0.07612109184265137
8,40,0.012072907911308115,7747,0.07376408576965332
8,41,0.011908280075460253,7741,0.07526278495788574
8,42,0.011749127111071922,7739,0.0736379623413086
8,43,0.011595387668007284,7742,0.07548284530639648
8,44,0.01144692477016961,7748,0.07352709770202637
8,45,0.0113034814248681,7748,0.0741281509399414
8,46,0.011164695613524303,7749,0.07303595542907715
8,47,0.011030161260612459,7748,0.08079218864440918
8,48,0.010899505706517439,7747,0.07345795631408691
8,49,0.010772448742854204,7741,0.08344507217407227
9,0,0.12006852602657875,7750,0.07712793350219727
9,1,0.07123944623308733,7745,0.07834696769714355
9,2,0.05915469828760802,7749,0.07421088218688965
9,3,0.05144457930703757,7741,0.07694697380065918
9,4,0.04735359383797439,7748,0.07675790786743164
9,5,0.04460236606034791,7736,0.07665491104125977
9,6,0.04234263749414251,7756,0.07684707641601562
9,7,0.04007890214931094,7755,0.07539010047912598
9,8,0.03717171704142411,7757,0.0740959644317627
9,9,0.03430342541693221,7754,0.07433390617370605
9,10,0.03206416313799947,7747,0.07604098320007324
9,11,0.02955982701694692,7757,0.07376480102539062
9,12,0.026768880649517848,7752,0.07376813888549805
9,13,0.02439683050368288,7742,0.07527709007263184
9,14,0.022753141641393054,7741,0.07622289657592773
9,15,0.021591942021293446,7746,0.07559609413146973
9,16,0.020668314971682353,7748,0.07800102233886719
9,17,0.019860324151283602,7751,0.07662010192871094
9,18,0.019125219543662544,7750,0.07546806335449219
9,19,0.018459238189233673,7750,0.07550525665283203
9,20,0.017863124751966872,7753,0.07599496841430664
9,21,0.01733076145772507,7753,0.07601308822631836
9,22,0.016852392093939968,7747,0.075531005859375
9,23,0.01641797951691875,7754,0.07483315467834473
9,24,0.016019125729589453,7750,0.07490706443786621
9,25,0.015649025075194053,7749,0.07622790336608887
9,26,0.015301703486340882,7751,0.08049368858337402
9,27,0.014971231259755045,7759,0.07441425323486328
9,28,0.014650282055957626,7754,0.07475090026855469
9,29,0.014329132845906515,7756,0.0751638412475586
9,30,0.014003424570743621,7760,0.07607698440551758
9,31,0.013688255319839023,7762,0.07506299018859863
9,32,0.013400986954841817,7753,0.07510614395141602
9,33,0.013140398840819216,7746,0.07405495643615723
9,34,0.012899144503727422,7746,0.0754849910736084
9,35,0.012672379089866058,7743,0.07392716407775879
9,36,0.012457356546456941,7746,0.07519793510437012
9,37,0.012252214774904414,7746,0.0747530460357666
9,38,0.012055467034971627,7749,0.07497787475585938
9,39,0.011865905412363105,7754,0.07532382011413574
9,40,0.011682635540195961,7755,0.07530403137207031
9,41,0.011505092138846169,7755,0.07457995414733887
9,42,0.011332970717787893,7752,0.07465481758117676
9,43,0.011166125180458281,7754,0.0739130973815918
9,44,0.011004539701553509,7755,0.07468104362487793
9,45,0.010848353881375235,7753,0.07473087310791016
9,46,0.010697797326124444,7748,0.07589983940124512
9,47,0.010553018112293887,7761,0.07535886764526367
9,48,0.010413959878960011,7763,0.0741119384765625
9,49,0.010280374160843016,7762,0.07332205772399902
10,0,0.09109433121051115,7757,0.0754239559173584
10,1,0.0635080833638617,7761,0.07484126091003418
10,2,0.05619672922252336,7756,0.0747537612915039
10,3,0.04992013410680679,7753,0.07518529891967773
10,4,0.04506898147368742,7761,0.07523107528686523
10,5,0.04195772361716572,7768,0.0754847526550293
10,6,0.039681379418320804,7770,0.07467794418334961
10,7,0.03747908689377549,7773,0.07391905784606934
10,8,0.034384754163381374,7769,0.07552576065063477
10,9,0.032070699844009586,7770,0.0753641128540039
10,10,0.03047304484766832,7765,0.0743257999420166
10,11,0.029234119925734735,7759,0.07373213768005371
10,12,0.02822109883769332,7749,0.0742189884185791
10,13,0.0273704950677311,7756,0.07395577430725098
10,14,0.026641730440837095,7762,0.07259297370910645
10,15,0.02600594026447598,7768,0.07429194450378418
10,16,0.025442347015979118,7766,0.07426881790161133
10,17,0.02493587761646752,7767,0.07272100448608398
10,18,0.024475654272655217,7773,0.07298874855041504
10,19,0.024053888587449345,7773,0.07476496696472168
10,20,0.023664614372428318,7773,0.07437896728515625
10,21,0.02330227519123415,7768,0.07555675506591797
10,22,0.02296083886431854,7770,0.07443809509277344
10,23,0.022633959654104686,7770,0.07436084747314453
10,24,0.02231671645221798,7761,0.07446718215942383
10,25,0.0220083108578119,7762,0.0731058120727539
10,26,0.02171057062530123,7762,0.07286381721496582
10,27,0.021423363622654987,7768,0.07405304908752441
10,28,0.02114492549669243,7768,0.07485723495483398
10,29,0.02087340684523473,7762,0.07481694221496582
10,30,0.02060754501613483,7758,0.07225298881530762
10,31,0.02034730711484883,7768,0.0766150951385498
10,32,0.02009398030434633,7765,0.07657480239868164
10,33,0.01984899123474123,7769,0.08150005340576172
10,34,0.019612150418012807,7762,0.07501077651977539
10,35,0.01938051214802311,7762,0.0757451057434082
10,36,0.019147239676324666,7770,0.07582306861877441
10,37,0.018898910889706532,7767,0.07463312149047852
10,38,0.01861570227552765,7776,0.07543396949768066
10,39,0.01828943384923423,7772,0.07389497756958008
10,40,0.01788021303790848,7767,0.0742650032043457
10,41,0.017023673699537115,7772,0.10285401344299316
10,42,0.015497088923481863,7766,0.07685518264770508
10,43,0.014433491244761905,7760,0.07657599449157715
10,44,0.013905614068716845,7764,0.07582283020019531
10,45,0.013562774064044002,7757,0.07338309288024902
10,46,0.013291043774800258,7761,0.07806801795959473
10,47,0.013054000662257549,7764,0.07257390022277832
10,48,0.012838361619138004,7759,0.07479023933410645
10,49,0.012637921991538022,7757,0.07274127006530762
11,0,0.11172643821930694,7748,0.07548904418945312
11,1,0.07600062954814561,7743,0.07531118392944336
11,2,0.06492329446006953,7749,0.07575297355651855
11,3,0.05958908305988825,7748,0.07327532768249512
11,4,0.05656111290399444,7760,0.07418704032897949
11,5,0.051978384154289396,7750,0.07473278045654297
11,6,0.04419932774277742,7756,0.07470512390136719
11,7,0.038704394907502986,7757,0.07404875755310059
